TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LATITUDE,LONGITUDE
Co-op for sale,300000,2,1,900,"Staten Island, NY 10301","350 Richmond Ter Apt 3CStaten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,40.6479387,-74.0852701
House for sale,569000,3,3,1780,"Bronx, NY 10465","267 Robinson AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,40.8147819,-73.8265252
House for sale,789000,5,3,1273,"Queens Village, NY 11429","223-30 107th AveQueens Village, NY 11429",United States,New York,Queens County,Queens,40.7084501,-73.7316272
Condo for sale,10500000,3,3,2753,"Manhattan, NY 10005","1 Wall St Apt 4101Manhattan, NY 10005",New York,New York County,New York,Manhattan,40.7075029,-74.011653
Co-op for sale,350000,2,1,825,"Brooklyn, NY 11211","274 S 2nd St Apt 30Brooklyn, NY 11211",New York,Kings County,Brooklyn,Williamsburg,40.711175,-73.957086
Pending,5895000,8,5,6312,"Brooklyn, NY 11211","219 Frost StBrooklyn, NY 11211",United States,New York,Kings County,Brooklyn,40.7185648,-73.9422548
Multi-family home for sale,1250000,7,4,2184.21,"Brooklyn, NY 11220","346 50th StBrooklyn, NY 11220",United States,New York,Kings County,Brooklyn,40.6468782,-74.0136737
Townhouse for sale,1499999,4,2,2264,"Brooklyn, NY 11234","3623 Avenue TBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6087059,-73.9290715
Multi-family home for sale,1488000,6,2,2184.21,"Brooklyn, NY 11228","7302 11th AveBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,40.624169,-74.010925
Land for sale,285000,3,2.373860858,2184.21,"Far Rockaway, NY 11697","12 Point Breeze AveFar Rockaway, NY 11697",United States,New York,Queens County,Queens,40.5607533,-73.9207539
Multi-family home for sale,699000,3,3,2184.21,"South Ozone Park, NY 11420","114-48 127th StSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,40.6793322,-73.8130504
House for sale,924900,3,2,1404,"Brooklyn, NY 11204","1559 W 4th StBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,40.6094348,-73.9777343
Foreclosure,560000,4,2,2318,"Bronx, NY 10454","456 E 134th StBronx, NY 10454",United States,New York,Bronx County,The Bronx,40.8056419,-73.9229736
Multi-family home for sale,1998000,12,8,5100,"Brooklyn, NY 11224","4015 Atlantic AveBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,40.5745179,-74.0068304
Pending,309000,3,2,2184.21,"Howard Beach, NY 11414","151-40 88 St Unit 5JHoward Beach, NY 11414",New York,Queens County,Queens,Howard Beach,40.6674344,-73.8479327
Multi-family home for sale,925000,4,2.373860858,2160,"Bronx, NY 10469","2423 Woodhull AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8616602,-73.8421016
House for sale,999000,4,2,2184.21,"Fresh Meadows, NY 11365","65-07 181st StFresh Meadows, NY 11365",United States,New York,Queens County,Queens,40.7365353,-73.7913358
Condo for sale,699000,2,2,833,"Bayside, NY 11360","214-10 15 Ave Unit 4BBayside, NY 11360",New York,Queens County,Queens,Bayside,40.7873388,-73.7794685
Co-op for sale,278500,2,1,2184.21,"Rego Park, NY 11374","65-38 Booth St Unit 6ERego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.7267837,-73.8587799
Co-op for sale,738000,3,2,2184.21,"Manhattan, NY 10022","303 E 57th St Apt 39AManhattan, NY 10022",New York,New York County,New York,Manhattan,40.7595774,-73.964779
House for sale,900000,4,4,2700,"Queens, NY 11693","12-14 W 5th RdQueens, NY 11693",United States,New York,Queens County,Queens,40.6110299,-73.8195062
Co-op for sale,369000,1,1,1470,"Rockaway Park, NY 11694","12310 Ocean Promenade Apt 7HRockaway Park, NY 11694",New York,Queens County,Queens,Rockaway Park,40.5756358,-73.8423199
House for sale,609000,3,2,1620,"Bronx, NY 10465","4384 Locust Point DrBronx, NY 10465",United States,New York,Bronx County,The Bronx,40.8165837,-73.8006996
Condo for sale,758000,3,2,1278,"College Point, NY 11356","3-27 Endeavor Pl Unit CCollege Point, NY 11356",United States,New York,Queens County,Queens,40.7928823,-73.8449212
Condo for sale,728000,3,2,1890,"Staten Island, NY 10312","166 Rolling Hill GrnStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.55065,-74.193355
House for sale,314900,3,3,1200,"Brooklyn, NY 11207","595 Glenmore AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,40.6744942,-73.8883757
House for sale,2848000,6,2.373860858,4443,"Jamaica, NY 11432","85-16 Chevy Chase StJamaica, NY 11432",United States,New York,Queens County,Queens,40.7202893,-73.7786927
House for sale,1298000,3,2,2046,"Middle Village, NY 11379","62-15 82nd PlMiddle Village, NY 11379",United States,New York,Queens County,Queens,40.7239521,-73.8747783
Co-op for sale,1095000,4,4,2500,"Floral Park, NY 11005","27110 Grand Central Pkwy Ph FFloral Park, NY 11005",United States,New York,Queens County,Queens,40.7564761,-73.7212008
Condo for sale,434900,3,2,1286,"Staten Island, NY 10314","6 Greentree Ln Unit 6Staten Island, NY 10314",New York,Richmond County,Staten Island,Bulls Head,40.6085756,-74.1610387
Co-op for sale,375000,2,2,1350,"Bronx, NY 10471","4601 Henry Hudson Pkwy W Apt A8Bronx, NY 10471",New York,Bronx County,The Bronx,Hudson Hill,40.8938465,-73.9091368
Multi-family home for sale,1375000,14,8,6000,"Bronx, NY 10462","1826 Radcliff AveBronx, NY 10462",United States,New York,Bronx County,The Bronx,40.8485623,-73.8574586
Townhouse for sale,4680000,3,4,2400,"New York, NY 10016","128 E 38th StNew York, NY 10016",United States,New York,New York County,New York,40.7489947,-73.9783819
Co-op for sale,549000,2,2,1200,"Forest Hills, NY 11375","69-10 108 St Unit 6OForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.724514,-73.8458441
House for sale,549000,3,1,1400,"Staten Island, NY 10310","225 Bement AveStaten Island, NY 10310",United States,New York,Richmond County,Staten Island,40.6368544,-74.1124571
House for sale,950000,3,2,1520,"Queens, NY 11375","67-44 Kessel StQueens, NY 11375",United States,New York,Queens County,Queens,40.7157274,-73.8563447
Condo for sale,388000,3,1,2184.21,"New York City, NY 10002","157 Broome St Apt 3ENew York City, NY 10002",New York,New York County,New York,Manhattan,40.7162732,-73.9849864
Townhouse for sale,5600000,6,6,4917,"New York, NY 10003","111 E 19th StNew York, NY 10003",United States,New York,New York County,New York,40.7375348,-73.9872447
Multi-family home for sale,1600000,8,6,3472,"Rego Park, NY 11374","85-29 66th AveRego Park, NY 11374",United States,New York,Queens County,Queens,40.7189686,-73.8626041
Townhouse for sale,6995000,5,2.373860858,3912,"New York, NY 10075","239 E 78th StNew York, NY 10075",United States,New York,New York County,New York,40.7732125,-73.9564279
Multi-family home for sale,1399000,6,2,2184.21,"Middle Village, NY 11379","61-29 75th StMiddle Village, NY 11379",United States,New York,Queens County,Queens,40.721725,-73.8839773
House for sale,399000,3,2.373860858,1350,"South Ozone Park, NY 11420","117-02 111th AveSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,40.6798316,-73.82277
Pending,529900,1,1,630,"Brooklyn, NY 11201","175 Adams St Apt 10EBrooklyn, NY 11201",New York,Kings County,Brooklyn,Downtown Brooklyn,40.6985714,-73.9881911
Pending,999000,5,2,2184.21,"Maspeth, NY 11378","59-14 69th StMaspeth, NY 11378",United States,New York,Queens County,Queens,40.7227469,-73.8941061
Condo for sale,575000,2,2,2184.21,"Elmhurst, NY 11373","81-15 Queens Blvd Unit 3CElmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,40.7373082,-73.878333
Pending,659900,3,4,2184.21,"Bayside, NY 11360","216-10 17th Ave Unit TH53Bayside, NY 11360",New York,Queens County,Queens,Bayside,40.7855084,-73.7762312
Townhouse for sale,2200000,6,3,2385,"Brooklyn, NY 11215","484 A 7th AveBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.6621056,-73.9857576
Multi-family home for sale,898888,5,2,1550,"Bellerose, NY 11426","24907 88th RdBellerose, NY 11426",United States,New York,Queens County,Queens,40.7282381,-73.7158123
House for sale,1250000,5,4,3427,"Staten Island, NY 10309","148 Claypit RdStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,40.5395581,-74.2229079
Multi-family home for sale,1188000,3,2,2240,"Brooklyn, NY 11214","1861 82nd StBrooklyn, NY 11214",United States,New York,Kings County,Brooklyn,40.6085532,-73.998257
Multi-family home for sale,869999,5,3,2080,"Staten Island, NY 10314","428 Bradley AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.6005525,-74.1314512
Co-op for sale,219000,3,1,1050,"Brooklyn, NY 11229","2229 Knapp St Apt 2ABrooklyn, NY 11229",New York,Kings County,Brooklyn,Gerritsen Beach,40.5988908,-73.9334675
House for sale,210000,3,2.373860858,1840,"Brooklyn, NY 11207","653 Jerome StBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,40.664748,-73.884184
Multi-family home for sale,799000,6,2,2184.21,"Brooklyn, NY 11208","737 Pine StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6672674,-73.8686224
Co-op for sale,298000,3,2,1100,"Bronx, NY 10460","1425 Thieriot Ave Apt 6LBronx, NY 10460",New York,Bronx County,The Bronx,East Bronx,40.8363242,-73.8654755
House for sale,1248888,4,4,3500,"Staten Island, NY 10306","25 Tarring StStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5646314,-74.1243252
Pending,1075000,2,2,955,"New York, NY 10026","313 W 118th St Apt 3DNew York, NY 10026",New York,New York County,New York,Manhattan,40.8061576,-73.9550949
Pending,1695000,2,2,1572,"Brooklyn, NY 11216","633 Prospect Pl Apt 1Brooklyn, NY 11216",New York,Kings County,Brooklyn,Crown Heights,40.6750114,-73.9554645
Condo for sale,3795000,3,2,1887,"Brooklyn, NY 11201","30 Main St Ph BBrooklyn, NY 11201",United States,New York,Kings County,Brooklyn,40.702988,-73.9907803
Condo for sale,550000,2,2,2184.21,"Middle Village, NY 11379","62-48 Mount Olivet Cres Unit 1BMiddle Village, NY 11379",New York,Queens County,Queens,Flushing,40.7135475,-73.895855
Co-op for sale,775000,3,1,2184.21,"New York, NY 10014","46 Commerce St # 5New York, NY 10014",New York,New York County,New York,Manhattan,40.7313539,-74.0050572
Foreclosure,249900,2,2,800,"Staten Island, NY 10301","1100 Clove Rd Unit G0Staten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6189484,-74.1071576
House for sale,650000,4,1,1152,"Staten Island, NY 10308","318 Arthur Kill RdStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.5663057,-74.1529549
Co-op for sale,410000,1,1,2184.21,"Brooklyn, NY 11209","8701 Shore Rd Apt 435Brooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,40.6249201,-74.0404698
Multi-family home for sale,1650000,9,5,4320,"Brooklyn, NY 11223","2331 W 12th StBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,40.5906586,-73.9818321
Pending,1600000,2,2,1100,"Manhattan, NY 10011","159 W 24th St Apt 5BManhattan, NY 10011",New York,New York County,New York,Manhattan,40.7448219,-73.9944632
Co-op for sale,325000,2,1,2184.21,"Forest Hills, NY 11375","67-12 Yellowstone Blvd Unit B1Forest Hills, NY 11375",New York,Queens County,Queens,Flushing,40.7280894,-73.8494828
Contingent,275000,2,1,900,"Staten Island, NY 10306","177 3rd St Unit 1Staten Island, NY 10306",New York,Richmond County,Staten Island,New Dorp,40.5735927,-74.1200228
House for sale,700000,3,2,1620,"Bronx, NY 10463","3610 Corlear AveBronx, NY 10463",United States,New York,Bronx County,The Bronx,40.8844018,-73.9028342
House for sale,930000,3,2,2184.21,"Woodside, NY 11377","32-16 61st StWoodside, NY 11377",United States,New York,Queens County,Queens,40.7555333,-73.9016851
Condo for sale,379000,1,2,704,"Bronx, NY 10464","190 Schofield St Apt 3IBronx, NY 10464",New York,Bronx County,The Bronx,City Island,40.845063,-73.783581
House for sale,1150000,3,2.373860858,1376,"Brooklyn, NY 11204","2234 62nd StBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,40.6149237,-73.9789281
Co-op for sale,568888,3,2,1100,"Rego Park, NY 11374","98-05 63 Rd Unit 4ERego Park, NY 11374",United States,New York,Queens County,Queens,40.7322223,-73.8588845
House for sale,1200000,4,3,2052,"Staten Island, NY 10304","244 Four Corners RdStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.59194,-74.1087406
Foreclosure,899900,3,3,2550,"Staten Island, NY 10312","712 Katan AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5499354,-74.1709931
Condo for sale,799999,3,2,1200,"Bayside, NY 11360","1412 Bonnie Ln Apt 2Bayside, NY 11360",New York,Queens County,Queens,Bayside,40.7859137,-73.7868778
Multi-family home for sale,300000,3,4,2184.21,"Brooklyn, NY 11212","348 Legion StBrooklyn, NY 11212",United States,New York,Kings County,Brooklyn,40.6601546,-73.9163716
Foreclosure,750000,4,3,3098,"Staten Island, NY 10306","3037 Richmond RdStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5758238,-74.1227343
House for sale,669999,4,2,1196,"Staten Island, NY 10308","416 Colon AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.5598117,-74.1585168
Contingent,575000,2,1,1200,"Staten Island, NY 10301","15 Portland PlStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6337278,-74.0936101
Co-op for sale,299000,3,1,2184.21,"Brooklyn, NY 11229","2212 Brigham St Apt 3CBrooklyn, NY 11229",New York,Kings County,Brooklyn,Sheepshead Bay,40.5987787,-73.9350489
House for sale,548800,3,4,1440,"Staten Island, NY 10301","89 Taft AveStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6409456,-74.0859933
Townhouse for sale,28500000,7,9,12300,"New York, NY 10021","14 E 69th St Unit TownhouseNew York, NY 10021",United States,New York,New York County,New York,40.7699341,-73.9675072
Co-op for sale,259000,2,1,2184.21,"Kew Gardens, NY 11418","84-25 118 St Unit 1BKew Gardens, NY 11418",New York,Queens County,Queens,Kew Gardens,40.7041499,-73.83371
Co-op for sale,425000,2,1,2184.21,"Forest Hills, NY 11375","70-25 Yellowstone Blvd Unit 14XForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7226099,-73.8495
House for sale,950000,4,2,2200,"Brooklyn, NY 11207","68 Schenck AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,40.6795412,-73.8904428
Co-op for sale,185000,2,1,600,"New York, NY 10032","526 W 158th St Apt 64New York, NY 10032",New York,New York County,New York,Manhattan,40.833945,-73.9432359
House for sale,1688888,4,3,2364,"Little Neck, NY 11363","373 Manor RdLittle Neck, NY 11363",United States,New York,Queens County,Queens,40.7773521,-73.7464296
Co-op for sale,259000,2,1,2184.21,"Kew Gardens, NY 11418","84-25 118 St Unit 1BKew Gardens, NY 11418",New York,Queens County,Queens,Kew Gardens,40.7041499,-73.83371
House for sale,950000,4,2,2200,"Brooklyn, NY 11207","68 Schenck AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,40.6795412,-73.8904428
House for sale,1688888,4,3,2364,"Little Neck, NY 11363","373 Manor RdLittle Neck, NY 11363",United States,New York,Queens County,Queens,40.7773521,-73.7464296
Multi-family home for sale,689000,6,3,2184.21,"Bronx, NY 10458","262 E 197th StBronx, NY 10458",United States,New York,Bronx County,The Bronx,40.8681745,-73.8897652
Co-op for sale,419000,2,1,2184.21,"Flushing, NY 11367","150-58 Jewel Ave Unit 75AFlushing, NY 11367",New York,Queens County,Queens,Flushing,40.7312799,-73.8192399
House for sale,1199000,4,2,2184.21,"Brooklyn, NY 11235","4193 Ocean AveBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5783044,-73.9471644
House for sale,2150000,4,2.373860858,2184.21,"Brooklyn, NY 11235","153 Jaffrey StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5790771,-73.9425262
House for sale,899000,3,4,2208,"Staten Island, NY 10314","82 Mulberry AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5955552,-74.1677939
House for sale,675000,3,2,2184.21,"Queens Village, NY 11429","102-26 213th StQueens Village, NY 11429",United States,New York,Queens County,Queens,40.7121557,-73.7452804
Co-op for sale,875000,2,1,2184.21,"New York, NY 10016","20 E 35th St Apt 3DNew York, NY 10016",New York,New York County,New York,Manhattan,40.748098,-73.9824791
House for sale,899000,2,1,1130,"New York, NY 10036","529 W 42nd St Apt 6LNew York, NY 10036",New York,New York County,New York,Manhattan,40.7604194,-73.9968086
Co-op for sale,219000,2,1,2184.21,"Woodhaven, NY 11421","8377 Woodhaven Blvd Apt 2BWoodhaven, NY 11421",New York,Queens County,Queens,Woodhaven,40.6999899,-73.8539
Co-op for sale,120000,2,1,600,"Bronx, NY 10458","2962 Decatur Ave Apt 1CBronx, NY 10458",New York,Bronx County,The Bronx,West Bronx,40.8683656,-73.8832093
Condo for sale,470000,2,1,2184.21,"New York, NY 10034","581 Academy St Apt 1GNew York, NY 10034",New York,New York County,New York,Manhattan,40.8640024,-73.9231918
Co-op for sale,229000,2,1,950,"Bronx, NY 10470","4315 Webster Ave Apt 3LBronx, NY 10470",New York,Bronx County,The Bronx,East Bronx,40.8995193,-73.8623678
Multi-family home for sale,3000000,3,32,11760,"Brooklyn, NY 11214","8001 New Utrecht AveBrooklyn, NY 11214",United States,New York,Kings County,Brooklyn,40.6115483,-74.0008656
Pending,1199000,5,4,2184.21,"Kew Gardens, NY 11415","116 Audley StKew Gardens, NY 11415",United States,New York,Queens County,Queens,40.7090268,-73.8335998
Multi-family home for sale,1498000,9,8,2961,"Brooklyn, NY 11224","3812 Cypress AveBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,40.5784148,-74.0064631
Condo for sale,2000000,4,3,2000,"New York, NY 10022","411 E 53rd St # 4HJNew York, NY 10022",New York,New York County,New York,Manhattan,40.7557937,-73.9642805
Condo for sale,50000000,6,6,6569,"New York, NY 10013","100 Vandam St Apt 20ANew York, NY 10013",New York,New York County,New York,Manhattan,40.7266327,-74.0088321
House for sale,550000,3,2,2184.21,"Howard Beach, NY 11414","156-23 88th StHoward Beach, NY 11414",United States,New York,Queens County,Queens,40.6628113,-73.8453503
Pending,499000,3,1,1176,"Staten Island, NY 10310","161 Greenleaf AveStaten Island, NY 10310",United States,New York,Richmond County,Staten Island,40.6265387,-74.1263932
Multi-family home for sale,800000,6,3,2202,"Bronx, NY 10466","860 E 232nd StBronx, NY 10466",United States,New York,Bronx County,The Bronx,40.8909806,-73.8528183
Co-op for sale,239000,2,1,798,"Howard Beach, NY 11414","155-07 86th St Unit 102Howard Beach, NY 11414",New York,Queens County,Queens,Howard Beach,40.6649999,-73.84857
Townhouse for sale,29950000,10,13,8750,"New York, NY 10011","26 Washington Sq NNew York, NY 10011",United States,New York,New York County,New York,40.7322213,-73.9986277
House for sale,674999,3,2,1440,"Staten Island, NY 10309","107 Salamander CtStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,40.5394128,-74.2228391
Townhouse for sale,14000000,5,2.373860858,7200,"Brooklyn, NY 11201","38 Monroe PlBrooklyn, NY 11201",United States,New York,Kings County,Brooklyn,40.6958593,-73.9925234
House for sale,1228000,3,2,950,"Flushing, NY 11354","154-69 26th AveFlushing, NY 11354",United States,New York,Queens County,Queens,40.7739766,-73.8070988
Condo for sale,880000,4,4,2400,"College Point, NY 11356","120-10 Ketch Ct Unit 34College Point, NY 11356",United States,New York,Queens County,Queens,40.7934553,-73.8471618
Co-op for sale,369888,2,2,2184.21,"Rego Park, NY 11374","98-120 Queens Blvd Unit 6KRego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.726843,-73.85458
Co-op for sale,500000,2,2,2184.21,"New York, NY 10022","465 Park Ave Unit 34ENew York, NY 10022",New York,New York County,New York,Manhattan,40.7616461,-73.9701294
Multi-family home for sale,499000,4,3,2184.21,"Hollis, NY 11423","205-05 Jamaica AveHollis, NY 11423",United States,New York,Queens County,Queens,40.713904,-73.754948
House for sale,2998888,5,2.373860858,3800,"Bayside, NY 11360","28-05 216th StBayside, NY 11360",United States,New York,Queens County,Queens,40.7782443,-73.7706926
Co-op for sale,175849,2,1,850,"Bronx, NY 10463","60 Knolls Cres Apt 8MBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,40.879078,-73.9175196
Multi-family home for sale,499000,3,2,1445,"Staten Island, NY 10310","32 Barker StStaten Island, NY 10310",10310,United States,New York,Richmond County,40.6365321,-74.1218622
Multi-family home for sale,899975,6,3,1952,"Bronx, NY 10466","861 E 231st StBronx, NY 10466",United States,New York,Bronx County,The Bronx,40.8906352,-73.853094
House for sale,1474000,4,2,2050,"Forest Hills, NY 11375","71-28 Manse StForest Hills, NY 11375",United States,New York,Queens County,Queens,40.7114417,-73.8490778
House for sale,2750000,6,5,6300,"Staten Island, NY 10308","79 Grandview TerStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.5462525,-74.1481727
House for sale,3999000,3,2.373860858,3428,"Brooklyn, NY 11228","7923 11th AveBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,40.6201406,-74.014486
House for sale,1288000,4,2,1700,"Fresh Meadows, NY 11366","76-66 174th StFresh Meadows, NY 11366",United States,New York,Queens County,Queens,40.7248068,-73.7953763
Foreclosure,499000,4,2,1428,"Brooklyn, NY 11207","719 Vermont StBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,40.6618245,-73.890638
House for sale,989000,4,4,2400,"Staten Island, NY 10306","70 Weed AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5657552,-74.1051158
House for sale,650000,3,2,2184.21,"Staten Island, NY 10304","827 Richmond RdStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.6071254,-74.0925892
Contingent,1999999,4,4,4803,"Staten Island, NY 10312","181 Androvette AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5268622,-74.189752
Townhouse for sale,5990000,4,4,3750,"New York, NY 10014","96 Bank StNew York, NY 10014",United States,New York,New York County,New York,40.7363228,-74.0064402
Co-op for sale,1235000,3,2,2184.21,"Bronx, NY 10463","2501 Palisade Ave Apt D2Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,40.8799728,-73.9221419
Co-op for sale,785000,1,1,2184.21,"New York, NY 10016","10 Park Ave Unit 10KNew York, NY 10016",New York,New York County,New York,Manhattan,40.7473555,-73.9813841
Co-op for sale,750000,3,2,1750,"New York, NY 10032","870 Riverside Dr Apt 5DNew York, NY 10032",New York,New York County,New York,Manhattan,40.8368955,-73.9465033
Multi-family home for sale,1400000,3,3,2184.21,"Long Island City, NY 11105","25-01 23rd AveLong Island City, NY 11105",United States,New York,Queens County,Queens,40.7770879,-73.9162687
Multi-family home for sale,865000,6,3,2464,"Bronx, NY 10465","910 Revere AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,40.8297242,-73.8263414
Co-op for sale,324000,1,1,2184.21,"Queens, NY 11372","35-31 85th St Unit 7FQueens, NY 11372",United States,New York,Queens County,Queens,40.7512505,-73.8814433
House for sale,1100000,3,4,3750,"Staten Island, NY 10307","7126 Amboy RdStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,40.5136885,-74.2364803
Multi-family home for sale,2295000,3,7,2184.21,"Brooklyn, NY 11224","4415 Atlantic AveBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,40.5757955,-74.009975
House for sale,8950000,4,2,2570,"Brooklyn, NY 11201","69 Orange StBrooklyn, NY 11201",United States,New York,Kings County,Brooklyn,40.6990407,-73.9929045
Multi-family home for sale,1348888,3,4,2450,"Staten Island, NY 10312","252 Ionia AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5430335,-74.182131
Co-op for sale,220000,2,1,850,"Bronx, NY 10471","5620 Netherland Ave Apt 3GBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,40.9049354,-73.9060897
Co-op for sale,185000,1,1,2184.21,"Brooklyn, NY 11233","789 Macdonough St Apt 4GBrooklyn, NY 11233",New York,Kings County,Brooklyn,Ocean Hill,40.684563,-73.914482
House for sale,499000,2,2,1350,"Bronx, NY 10470","514 E 235th StBronx, NY 10470",United States,New York,Bronx County,The Bronx,40.8978428,-73.8633611
Multi-family home for sale,999999,4,3,1980,"Brooklyn, NY 11209","362 90th StBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,40.620076,-74.0306109
Townhouse for sale,4995000,2,2,2000,"New York, NY 10014","51 Barrow StNew York, NY 10014",United States,New York,New York County,New York,40.7319679,-74.0043858
Pending,700000,2,1,2184.21,"New York, NY 10009","248 E 7th St # 9/10New York, NY 10009",United States,New York,New York County,New York,40.7235651,-73.9781799
House for sale,1180000,4,4,1820,"Little Neck, NY 11362","45-33 Zion StLittle Neck, NY 11362",United States,New York,Queens County,Queens,40.7668584,-73.7375575
Condo for sale,609000,2,2,2184.21,"Flushing, NY 11355","132-03 Sanford Ave Unit 3HFlushing, NY 11355",New York,Queens County,Queens,Flushing,40.7550154,-73.8329807
Co-op for sale,250000,2,1,950,"Brooklyn, NY 11223","2525 W 2nd St Apt 2EBrooklyn, NY 11223",New York,Kings County,Brooklyn,Gravesend,40.5875717,-73.9712821
House for sale,689000,3,2,2184.21,"South Ozone Park, NY 11420","111-45 120th StSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,40.6794706,-73.8195636
Multi-family home for sale,585000,4,2,2184.21,"Far Rockaway, NY 11691","12-86 Augustina AveFar Rockaway, NY 11691",United States,New York,Queens County,Queens,40.6082787,-73.7495095
Condo for sale,109500,3,1,550,"Staten Island, NY 10301","1000 Clove Rd Apt 9FStaten Island, NY 10301",New York,Richmond County,Staten Island,Castleton Corners,40.6202645,-74.1099106
Co-op for sale,299000,3,1,640,"New York, NY 10022","410 E 57th St Apt 8BNew York, NY 10022",New York,New York County,New York,Manhattan,40.7578323,-73.9624557
House for sale,995000,3,2,1987,"Staten Island, NY 10301","23 Howard AveStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6293682,-74.0870368
Multi-family home for sale,1499000,6,2,3144,"Brooklyn, NY 11209","338 77th StBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,40.629498,-74.02725
Co-op for sale,299000,2,1,2184.21,"Flushing, NY 11358","193-15 37 Ave Unit 177Flushing, NY 11358",New York,Queens County,Queens,Flushing,40.7626299,-73.78916
Co-op for sale,279000,3,1,550,"New York, NY 10034","57 Park Terrace Ter W Unit 3FNew York, NY 10034",New York,New York County,New York,Manhattan,40.8712698,-73.9178529
House for sale,235000,3,2,2184.21,"South Ozone Park, NY 11420","131-16 115 AveSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,40.6797652,-73.8091668
Co-op for sale,17900000,6,4,2184.21,"Manhattan, NY 10023","41 Central Park W Unit 11AManhattan, NY 10023",New York,New York County,New York,Manhattan,40.7713789,-73.9798579
Townhouse for sale,950000,5,3,2288,"Brooklyn, NY 11208","914 Pine StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6626245,-73.8680207
House for sale,859000,2,2,950,"Flushing, NY 11354","149-47 26th AveFlushing, NY 11354",United States,New York,Queens County,Queens,40.7746518,-73.81583
House for sale,1999000,5,4,2000,"Queens, NY 11372","34-51 74th StQueens, NY 11372",United States,New York,Queens County,Queens,40.7518706,-73.8922741
Multi-family home for sale,1458888,8,2.373860858,2988,"Hollis, NY 11423","86-84 188th StHollis, NY 11423",United States,New York,Queens County,Queens,40.718209,-73.775417
